town,website,first_name,practises,name,phone2,recommendation_number,phone1,recommendation_percentage,county,url,year_established,stars,postal_code,people1,people2,people3,number_of_stars,size
,,,"Insurance Defense,Subrogation,Products Liability,Premises Liability,Trucking Law,Motor Vehicle Liability,Lead Paint Liability,Fraudulent Claims,Representation of Financial Institutions,Creditor Bankruptcy,Evictions,REO Closings,Mortgage Foreclosure,Mortgage Banking Law,Banking Litigation,Bank Foreclosures,Fidelity and Surety,Automobile Liability,Casualty Insurance,Casualty Insurance Subrogation,Fidelity and Surety Bonds,First and Third Party Insurance,First Party Insurance,General Liability,Indemnity,Insurance Agents and Brokers Errors and Omissions,Insurance Coverage,Insurance Fraud,Insurance Litigation,Property Insurance Coverage,Property Subrogation,Surety Bonds,Surety Law,ERISA Litigation,ERISA,Professional Liability,Agents and Brokers Errors and Omissions,Directors and Officers Errors and Omissions,Directors and Officers Insurance Coverage,Directors and Officers Liability,Professional Errors and Omissions,Professional Indemnity,Professional Liability Insurance Coverage","Frenkel, Lambert, Weiss, Weisman & Gordon, LLP",,,,,,https://www.martindale.com/williamsville/new-york/frenkel-lambert-weiss-weisman-and-gordon-llp-158109625-f/,,4.8,,,,,[3],
,,,"Personal Injury Practice Areas,Airplane Accident,Amputations,Amusement Park Accidents,Asbestos Exposure,ATV Accidents,Auto Accidents,Benzene,Bike Accidents,Boating Accidents,Brain Injury Cases,Broken Bones and Fractures,Burn and Scar Injury Cases,Bus Accidents,Catastrophic Injury,Construction & Scaffold Accidents,Dangerous Drugs,Defective Products,Dog Bites,Farming Accidents,Food borne Illness,Gulf Oil Spill Accident,Hydraulic Fracturing,Lead Paint Poisoning,Medical Malpractice,Motorcycle Accidents,Pedestrian Accidents,Railroad Accidents,Serious Injuries,Slip & Fall Injury Accident,Spinal Cord Injury Cases,Swimming Accidents,Truck Accidents,Workers Comp Third Party Claim,Wrongful Death,WTC Victims Compensation Fund","Cellino & Barnes, P.C.",,,,,,https://www.martindale.com/rochester/new-york/cellino-and-barnes-p-c-157657789-f/,,4.4,,,,,[80],
,,,"Banking Law,Business Law,Employee Benefits,Estate Planning,Family Law,Health Care,Litigation,Professional Practices,Real Estate,Tax Law,Trust Administration,Estate Administration","Scolaro, Shulman, Cohen, Fetter & Burstein, P.C.",,,,,,https://www.martindale.com/new-york/new-york/scolaro-shulman-cohen-fetter-and-burstein-p-c-157656159-f/,,4.7,,,,,[3],
,,,"Fraud,Tax Fraud,Accounting Fraud,Mail or Wire Fraud,Bank Fraud,Securities Fraud,Health Care, Benefits or Pharmaceutical Fraud,Internet Fraud,Immigration Fraud,Insurance Fraud,White Collar Crime,Corporate Fraud Investigations,Criminal Infringement of Copyright & Trademark,Appeals & Post-Conviction Relief,Internet Crimes,Public Corruption,Criminal Violation of Environmental Laws,Sex Crimes,Racketeering","Nishay K. Sanan, Esq",,,,,,https://www.martindale.com/new-york/new-york/nishay-k-sanan-esq-157654237-f/,,,,,,,,
,,,"Personal Injury,Products Liability,Wrongful Death,Medical Malpractice,Toxic Torts,Automobile,Environmental Litigation,Construction Accidents,Nursing Home Abuse and Neglect,Vaccine Injury,Drug and Medical Device Litigation,Motor Vehicle Accidents,Motorcycle Accidents,Construction Labor Law,Premises Liability,Consumer Protection","Faraci Lange, LLP",,,,,,https://www.martindale.com/buffalo/new-york/faraci-lange-llp-157935797-f/,,4.8,,,,,[14],
,,,"General Practice,Administrative Law,Alternative Dispute Resolution,Antitrust,Appellate Practice,Automotive Dealers,Banking Law,Bankruptcy,Creditors Rights,Business Law,Commercial Law,Community Law,Construction Law,Corporate Law,Education Law,Emerging Businesses,Employee Benefits,Energy,Utilities,Environmental Law,Financial Restructuring,Government Investigations,Environmental Design,Hospital Law,Health Care,Insurance Law,Intellectual Property,Labor And Employment,Legal Ethics And Professional Responsibility,Litigation,Mergers And Acquisitions,Municipal Representation,Professional Liability,Public Law,Commercial Finance,Nonprofit Organizations Law,Property Valuation,Real Estate,Securities,Tax Law,Technology Law,Toxic Torts,Trusts And Estates,White Collar Defense,Corporate Investigations,Zoning Law,Planning Law,Land Use,Green Development ,Alternative Energy ","Pullman & Comley, LLC",,,,,,https://www.martindale.com/white-plains/new-york/pullman-and-comley-llc-158109121-f/,,4.7,,,,,[150],
,,,"Litigation,Personal Injury Defense,Property Damage Recovery,Plaintiff Personal Injury,Commercial Law,Bankruptcy,Insurance,Municipal Law,Employment Law,Commercial Real Estate,Development & Redevelopment",Ventantonio & Wildenhain,,,,,,https://www.martindale.com/elmsford/new-york/ventantonio-and-wildenhain-157634213-f/,,4.4,,,,,[1],
,https://www.tullylegal.com/,Gerald,"Corporate Law,Commercial Law,Federal Employment Law,Criminal Law,Bankruptcy,Military Law,Real Estate,Immigration Law,Matrimonial Law,Appellate Law,Bankruptcy Chapter 11,Bankruptcy Chapter 13,Bankruptcy Chapter 7,Business Law,Congressional Investigations,Contract Law,Dental Law,Dissolution,Employment Law,Estate Planning,Elder Law,Government Services,Insurance Litigation,Intellectual Property,Litigation,Mergers and Acquisitions,Municipal Law,Outsourced General Counsel,Patents,Divorce,Family Law,Security Clearances,Special Education,Tax Law,Union Legal Services,Whistleblower Litigation,Tax Planning,Adoptions","Tully Rinckey, PLLC",,,"888-635-0159,315-492-4700",,,https://www.martindale.com/syracuse/new-york/tully-rinckey-pllc-your-lawyers-for-life-158099431-f/,,4.7,,Gerald D. Raymond|Managing Partner,Richard Haughton Sargent|Of Counsel,Heather Youngman|Senior Associate,[263],[4]
,,,,"Russo Law Group, P.C.",,,,,,https://www.martindale.com/new-york/new-york/russo-law-group-p-c-29306983-f/,,4.8,,,,,[14],
,,,"Business,Litigation,Alternative Dispute Resolution,Antitrust,Appellate Litigation,Bankruptcy and Corporate Restructuring,Business Litigation,Class Action Defense,Commercial Litigation,Commercial & Professional Insurance Defense,Computer & Information Technology,Construction Law,Cooperative and Condominium Law,Corporate & Securities,E-Commerce, Social Media & Web-Based Business,E-Discovery,Employee Benefits & Executive Compensation,Energy Law,Environmental,Family Office,First Amendment & Media,Franchising & Distribution,Government Investigations & White Collar Crime,Government Liability & Civil Rights Defense,Health Law,Higher Education Law,Immigration & Nationality Law,Intellectual Property,International Adoptions,Investment Management,Labor & Employment,Land Use & Zoning,Long Term Care,Maritime & Transportation,Mass Tort Claims,Nonprofit Organizations,Pharmaceutical / Life Sciences,Political & Public Election Law,Products Liability and Preventive Counseling,Professional Responsibility Law,Real Estate,Representing Individuals,Sports, Entertainment & Amusement Law,Sustainable Business,Tax,Trade Secret and Non-compete Litigation,Trusts & Estates","Montgomery, McCracken, Walker & Rhoads, LLP",,,,,,https://www.martindale.com/new-york/new-york/montgomery-mccracken-walker-and-rhoads-llp-157927131-f/,,4.8,,,,,[52],
,,,,Lacy Katzen LLP,,,,,,https://www.martindale.com/hilton/new-york/lacy-katzen-llp-32148004-f/,,4.8,,,,,[14],
,,,"Litigation,Civil Law,Criminal Law,Taxation,Consumer Fraud,Construction Law,Family Law,Divorce,Custody,Visitation Rights,Domestic Violence,Banking Law,Finance,Bankruptcy,Foreclosure  Law,Business Law,Commercial Law,Business Organizations,Contracts,Dui/Dwi,Employment Law,Franchise Law,Real Estate,Traffic Violations,Wills,Trusts,Estate Planning",Kridel Law Group,,,,,,https://www.martindale.com/new-york/new-york/kridel-law-group-27185959-f/,,4.5,,,,,[9],
,,,,ALCOA Inc.,,,,,,https://www.martindale.com/new-york/new-york/alcoa-inc-27042112-f/,,5.0,,,,,[3],
,,,"Personal Injury,Entertainment Law,Criminal Defense,Corporation Law,Real Estate,Estate Planning,Domestic Relations,Bankruptcy,Immigration Law,Immigration And Naturalization,Landlord And Tenant Law","The Law Offices of Daryll Boyd Jones, P.C., LLP",,,,,,https://www.martindale.com/brooklyn/new-york/the-law-offices-of-daryll-boyd-jones-p-c-llp-4902607-f/,,,,,,,,
,,,"Real Estate,Banking Law,Construction Law,Environmental Law,Land Use,Zoning Law",Damon Morey LLP,,,,,,https://www.martindale.com/clarence/new-york/damon-morey-llp-17153748-f/,,5.0,,,,,[5],
,http://www.mcblaw.com/,John,"Accounting Liability,Alternative Dispute Resolution,Appellate Practice,Architects And Engineers Liability,Asbestos Defense,Commercial Law,D&O Liability,Employment Law,General Liability,Health Care,Insurance Bad Faith,Insurance Coverage,Lawyers Malpractice,Medical Malpractice,Municipal Law,Nursing Home Defense,Product Liability,Professional Liability,Toxic Torts",Martin Clearwater & Bell LLP,,,914-328-2969,,,https://www.martindale.com/white-plains/new-york/martin-clearwater-and-bell-llp-19290966-f/,,5.0,,John J. Barbera|Partner,Laurie A. Annunziato|Partner,Francesca L. Mountain|Partner,[134],[7]
,,,"Complex Commercial Litigation,Intellectual Property Litigation,White Collar Litigation,Bankruptcy,Trial Practice,Qui Tam Litigation,Securities Litigation",McKool Smith,,,,,,https://www.martindale.com/new-york/new-york/mckool-smith-16396407-f/,,4.9,,,,,[17],
,,,"Bankruptcy Litigation,Financial Services, Transactional and Real Estate Matters,Franchise Bankruptcy and Insolvency,Timeshare Developer Representation,Trustee and Fiduciary Representation,Reorganization and Business Workouts,Creditor Committee Representation,Personal Bankruptcy and Debt Resolution,Criminal Defense,Land Use and Zoning,Municipal Law,Appellate Practice,Commercial Litigation",Forman Holt Eliades & Youngman LLC,,,,,,https://www.martindale.com/new-york/new-york/forman-holt-eliades-and-youngman-llc-15943813-f/,,5.0,,,,,[16],
,http://www.hpmb.com/,Peter,"Trial Practice,Appellate Practice,Medical Law,Non-Medical Professional Liability,Health Care Lawlaw,Managed Care,Physician Licensing,Credentialing,Products Liability,Employment Practice  Litigation,Toxic Torts,Environmental Litigation","Heidell, Pittoni, Murphy & Bach, LLP",,,516-408-1600,,,https://www.martindale.com/garden-city/new-york/heidell-pittoni-murphy-and-bach-llp-4792924-f/,,5.0,,Peter DeNoto|Partner,John P. McNaboe|Partner,Laura S. Murphy|Partner,[1],[11]
,,,"Civil Litigation,Family Law,Divorce,Child Custody,Visitation Rights,Immigration And Naturalization,Wills,Trusts And Estates,Probate",Karen L. Podell,,,,,,https://www.martindale.com/east-moriches/new-york/karen-l-podell-10881785-f/,,4.4,,,,,[1],
,http://www.mcblaw.com/,Daniel,"Accounting Liability,Alternative Dispute Resolution,Appellate Practice,Architects And Engineers Liability,Asbestos Defense,Commercial Law,D&O Liability,Employment Law,General Liability,Health Care,Insurance Bad Faith,Insurance Coverage,Lawyers Malpractice,Medical Malpractice,Municipal Law,Nursing Home Defense,Product Liability,Professional Liability,Toxic Torts",Martin Clearwater & Bell LLP,,,516-222-8500,,,https://www.martindale.com/east-meadow/new-york/martin-clearwater-and-bell-llp-19290970-f/,,5.0,,Daniel L. Freidlin|Partner,Rosaleen T. McCrory|Partner,Thomas J. Kroczynski|Partner,[134],[10]
,,,"Architects And Engineers Liability,General Liability,Insurance Coverage,Automobile Liability,Construction Litigation,Legal Malpractice,Medical Malpractice,Environmental Law,Dental Malpractice,Directors And Officers Liability,Agents,Brokers,Errors,Agents And Brokers Errors And Omissions,Product Liability,Labor Law,Premises Liability,Professional Liability,Commercial Litigation","Milber Makris Plousadis & Seiden, LLP",,,,,,https://www.martindale.com/williamsville/new-york/milber-makris-plousadis-and-seiden-llp-16865881-f/,,4.7,,,,,[9],
,http://www.LarssonLaw.com,Bruce,"Real Estate,General Corporate,General Civil Trial,Appellate Practice,Business Law,Construction Law,Environmental Law",Larsson & Scheuritzel A Professional Corporation,,,"484-297-9564,516-681-7400",,,https://www.martindale.com/jericho/new-york/larsson-and-scheuritzel-a-professional-corporation-26949286-f/,,5.0,,Bruce E. Ritter|Shareholder,,,[1],[1]
,,,"Real Estate Transactions,Residential Real Estate,Commercial Law,Mortgage Finance,Real Estate Litigation,Securities Arbitration","Anthony M. Abraham, Esq., PC",,,,,,https://www.martindale.com/carmel/new-york/anthony-m-abraham-esq-pc-16254838-f/,,,,,,,,
,,,"Environmental Law,Land Use,Eminent Domain,Energy Law,Real Estate,Homeland Security,Telecommunications Law,Brownfields Redevelopment,Real Property Acquisitions,Business Litigation,Finance,Tax Assessment,Commercial Transactions,Trial Practice,Appellate Practice","Gilberti Stinziano Heintz & Smith, P.C.",,,,,,https://www.martindale.com/new-york/new-york/gilberti-stinziano-heintz-and-smith-p-c-5583125-f/,,4.7,,,,,[27],
,,,"Criminal Law,Civil Litigation,Drug Crimes,Felonies,Misdemeanors,White Collar Crime,Search Warrants,Homicides,Police Misconduct,Civil Rights Section 1983,Drunk Driving","Goldberg & Allen, LLP",,,,,,https://www.martindale.com/cedarhurst/new-york/goldberg-and-allen-llp-4709353-f/,,5.0,,,,,[1],
,,,"Criminal Defense,Complex Commercial Litigation,Commercial Litigation,White Collar Crime,Chancery Practice,Equity Litigation,Criminal Litigation,Trial Practice,Federal Practice,Federal Crimes,Homicide,Sexual Assault,Civil Law,Criminal RICO,Criminal Forfeiture,Drug Crimes,Cybercrime,Internet Crimes,Assault and Battery,Driving While Intoxicated,Municipal Bonds,Traffic Court,Administrative Law,Proceedings,Wills,Trust Litigation,Estate Litigation,Probate Litigation,Personal Injury,Equine Law,Arson and Insurance Fraud,Computer Crime,Search and Seizure,Criminal Investigation,Expungements,Probation,Parole,DUI/DWI,Vehicular Homicide,Extortion,Grand Jury Practice,Bribery,Theft Offenses,Fraud and Deceit,Guardianship and Conservatorship,Incompetency Proceedings,Sports Law,NCAA Regulation,Wiretapping,Wire Fraud,Weapons Charges,Stalking,Shoplifting,Murder,Money Laundering,Misdemeanors,Manslaughter,Mail Fraud,Hit and Run,Forgery,Felonies,Federal Criminal Law,Extradition,Electronic Surveillance,Drivers License Suspension,Criminal Fraud,Criminal Conspiracy,Criminal Appeals,Capital Offenses,Domestic Violence,Chancery and Equity,Civil Practice,Appellate Practice,Family Law,Divorce,Alternative Dispute Resolution,Arbitration,Assault,Breach of Contract,Business Law,Business Litigation,Child Abuse and Neglect,Civil Litigation,Commercial Law,Contracts,Corporate Law,Criminal Law,Education Law,Elder Law,Employment Contracts,Entertainment Law,Juvenile Law,Libel, Slander and Defamation,Litigation,Mediation,Parole and Probation,Restraining Orders,RICO,School Law,Securities Law,Taxation,Traffic Violations,Trusts and Estates,Wills and Probate,Wrongful Termination",Patrick J. Jennings,,,,,,https://www.martindale.com/saratoga-springs/new-york/patrick-j-jennings-5170959-f/,,5.0,,,,,[1],
,,,"Trusts And Estates,Estate Planning,Wills,Asset Protection,Probate,Estate Administration,Trust Administration,Estate Litigation,Trust Litigation,Tax Law,Elder Law,Business Law,Small Business Law,Closely Hold Business  Law,Real Estate,Guardianship Matters,Charitable Giving,Family Foundations,Private Client Services","The MacLean Law Firm, P.C.",,,,,,https://www.martindale.com/mamaroneck/new-york/the-maclean-law-firm-p-c-15475825-f/,,4.8,,,,,[18],
,,,"Civil Litigation,Trial Practice,Arbitration,Appellate Practice,Employment Law,Environmental Law,First Amendment Law,Products Liability,Utilities,Health Care,Hospital Law,Insurance,Insurance Coverage,Defense Litigation,Corporate Law,Commercial Law","Wilder & Linneball, LLP",,,,,,https://www.martindale.com/albany/new-york/wilder-and-linneball-llp-26202758-f/,,4.6,,,,,[2],
,,,"International Law,International Business Transactions,Arbitration,Corporate and Commercial,Transportation Law",The Thomas Law Firm,,,,,,https://www.martindale.com/new-york/new-york/the-thomas-law-firm-25614749-f/,,,,,,,,
,http://www.cuneolaw.com,Charles,"Civil Litigation,State Courts,General Commercial Practice,Administrative Law,Antitrust,Copyrights,Franchise Law,Health Care,Civil Rights,White Collar Criminal,Securities,Government Relations","Cuneo Gilbert & LaDuca, LLP",,,212-698-4504,,,https://www.martindale.com/new-york/new-york/cuneo-gilbert-and-laduca-llp-29404824-f/,,4.2,,Charles J. LaDuca|Member,Pamela Gilbert|Member,,[4],[2]
,,,"Appellate,Architects & Engineers,Aviation,Bankruptcy & Business Finance,Catastrophic Loss,Commercial Litigation,Commercial Motor Vehicle,Commercial Transactions,Construction,Employment Relations,Environmental Torts,Insurance Coverage,Maritime,Medical Professional Liability,Product Liability,Professional Liability,Sports & Entertainment,Workers' Compensation",Rawle & Henderson LLP,,,,,,https://www.martindale.com/new-york/new-york/rawle-and-henderson-llp-16253869-f/,,4.5,,,,,[165],
,,,"General Transactions,Trials In,Divorce,Custody,Real Estate,Mortgages,Refinance,Driving While Intoxicated,Traffic Violations,Elder Law,Contracts,Construction Law,Will Drafting,Contests,Probate,Estates,Personal Injury",Law Offices of Marilyn T. Carreras,,,,,,https://www.martindale.com/catskill/new-york/law-offices-of-marilyn-t-carreras-16158765-f/,,,,,,,,
,,,"International Taxation,Mergers And Acquisitions,Finance,Investments,Alternative Dispute Resolution,Arbitration,International Arbitration,International Dispute Resolution,Business Law,Corporate Law,Intellectual Property,Litigation,Contracts",Hill Smith King & Wood,,,,,,https://www.martindale.com/new-york/new-york/hill-smith-king-and-wood-24683773-f/,,,,,,,,
,,,"Complex Litigation,Complex Tort  Litigation,Insurance Coverage,Commercial Litigation,Alternative Dispute Resolution,Regulatory Compliance,Crisis Management",Littleton Park Joyce Ughetta & Kelly LLP,,,,,,https://www.martindale.com/purchase/new-york/littleton-joyce-ughetta-park-and-kelly-llp-16387749-f/,,5.0,,,,,[36],
